year,player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
2016,Leonte Carroo,10720,WR,7,MIA,6,3,0,3,0
2016,Patrick DiMarco,6997,FB,16,ATL,10,7,0,7,0
2016,Tony Washington,9018,WR,2,JAX,1,1,0,1,0
2016,Je'Ron Hamm,8981,TE,3,SF,4,2,0,2,0
2016,Kapri Bibbs,8906,HB,8,DEN,3,2,0,2,0
2016,Isaiah Pead,7053,HB,2,MIA,1,1,0,1,0
2016,Jay Prosch,8845,FB,14,HST,1,1,0,1,0
2016,Alfred Blue,8816,HB,13,HST,14,12,0,12,0
2016,Russell Wilson,7077,QB,2,SEA,1,1,0,1,0
2016,Jared Abbrederis,8811,WR,3,GB,2,1,0,1,0
2016,Lamar Miller,7097,HB,14,HST,36,31,0,31,0
2016,Lorenzo Taliaferro,8773,HB,1,BLT,3,3,0,3,0
2016,Crockett Gillmore,8734,TE,7,BLT,14,8,0,8,0
2016,Rhett Ellison,7128,TE,15,MIN,11,9,0,9,0
2016,Alfred Morris,7165,HB,13,DAL,5,3,0,3,0
2016,Cody Latimer,8691,WR,11,DEN,14,8,0,8,0
2016,Jeremy Hill,8690,HB,15,CIN,25,21,0,21,0
2016,Jace Amaro,8684,TE,2,TEN,4,3,0,3,0
2016,Griff Whalen,7351,WR,7,NE,4,2,0,2,0
2016,Derek Carrier,7406,TE,7,WAS,2,2,0,2,0
2016,Taylor Lewan,8646,T,4,TEN,1,1,0,1,0
2016,Blake Bortles,8638,QB,1,JAX,1,1,0,1,0
2016,Ifeanyi Momah,8557,TE,4,ARZ,3,2,0,2,0
2016,Jaron Brown,8128,WR,6,ARZ,24,11,0,11,0
2016,Rashad Ross,8061,WR,4,WAS,1,1,0,1,0
2016,Bobby Rainey Jr.,7511,HB,11,NYG,23,20,0,20,0
2016,Kerwynn Williams,8013,HB,4,ARZ,2,1,0,1,0
2016,Sean McGrath,7515,TE,14,SD,2,2,0,2,0
2016,Brenton Bersin,7516,WR,6,CAR,6,2,0,2,0
2016,Jamize Olawale,7572,FB,16,OAK,14,12,0,12,0
2016,Nick Williams,8005,WR,2,ATL,6,5,0,5,0
2016,Cobi Hamilton,7978,WR,11,PIT,28,17,0,17,0
2016,Rex Burkhead,7971,HB,9,CIN,19,16,0,16,0
2016,Mike James,7970,HB,3,TB,4,4,0,4,0
2016,Andre Ellington,7968,HB,16,ARZ,16,12,0,12,0
2016,Mike Gillislee,7946,HB,15,BUF,11,9,0,9,0
2016,Tavarres King,7943,WR,5,NYG,4,2,0,2,0
2016,Luke Willson,7940,TE,11,SEA,19,15,0,15,0
2016,Gavin Escobar,7828,TE,13,DAL,6,4,0,4,0
2016,Levine Toilolo,7915,TE,16,ATL,17,13,0,13,0
2016,Eddie Lacy,7842,HB,5,GB,6,4,0,4,0
2016,Matt Barkley,7880,QB,1,CHI,1,1,0,1,0
2016,Keenan Allen,7857,WR,1,SD,7,6,0,6,0
2016,Johnny Holton,11354,WR,9,OAK,3,2,0,2,0
2016,Ben Braunecker,11335,TE,8,CHI,6,4,0,4,0
2016,Bryce Treggs,11278,WR,8,PHI,12,3,0,3,0
2016,Paul McRoberts,11192,WR,2,LA,1,1,0,1,0
2016,Wendall Williams,11174,WR,2,HST,7,4,0,4,0
2016,Geronimo Allison,11141,WR,10,GB,20,12,0,12,0
2016,Reggie Bush,2947,HB,10,BUF,10,7,0,7,0
2016,Cole Wick,11139,TE,4,DET,3,2,0,2,0
2016,Alex Erickson,11107,WR,11,CIN,8,6,0,6,0
2016,Marcedes Lewis,2973,TE,10,JAX,28,20,0,20,0
2016,Anthony Fasano,2998,TE,16,TEN,12,8,0,8,0
2016,Byron Marshall,11076,HB,2,PHI,4,3,0,3,0
2016,Brandon Wilds,11057,HB,4,NYJ,2,2,0,2,0
2016,Donald Penn,3459,T,1,OAK,1,1,0,1,0
2016,J.D. McKissic,11047,WR,1,SEA,2,2,0,2,0
2016,Maurice Harris,11035,WR,10,WAS,11,8,0,8,0
2016,Henry Krieger-Coble,11020,TE,2,DEN,1,1,0,1,0
2016,Bralon Addison,11013,WR,2,CHI,1,1,0,1,0
2016,Alan Cross,10931,TE,13,TB,7,6,0,6,0
2016,Derek Watt,10832,FB,11,SD,4,4,0,4,0
2016,David Morgan,10822,TE,4,MIN,1,1,0,1,0
2016,Jerell Adams,10818,TE,12,NYG,20,16,0,16,0
2016,Jamaal Charles,4387,HB,3,KC,3,2,0,2,0
2016,Harry Douglas,4398,WR,10,TEN,21,15,0,15,0
2016,Jacob Tamme,4441,TE,8,ATL,29,21,0,21,0
2016,Andy Janovich,10810,FB,10,DEN,6,5,0,5,0
2016,Rashard Higgins,10806,WR,15,CLV,12,6,0,6,0
2016,Tim Hightower,4463,HB,14,NO,23,22,0,22,0
2016,Alex Collins,10805,HB,8,SEA,10,10,0,10,0
2016,Jonathan Williams,10790,HB,8,BUF,2,1,0,1,0
2016,Jordan Payton,10788,WR,4,CLV,2,1,0,1,0
2016,Matthew Mulligan,4701,TE,7,DET,1,1,0,1,0
2016,Marcel Reece,4702,FB,4,SEA,5,5,0,5,0
2016,Danny Amendola,4717,WR,12,NE,28,23,0,23,0
2016,Seth DeValve,10772,TE,11,CLV,12,10,0,10,0
2016,Danny Woodhead,4914,HB,2,SD,6,6,0,6,0
2016,Brandon Williams,7876,TE,14,SEA,2,2,0,2,0
2016,Laquon Treadwell,10657,WR,7,MIN,3,1,0,1,0
2016,Percy Harvin,4945,WR,2,BUF,3,2,0,2,0
2016,Josh Doctson,10656,WR,2,WAS,6,2,0,2,0
2016,Roosevelt Nix,10269,FB,7,PIT,2,2,0,2,0
2016,Chris Manhertz,10211,TE,5,CAR,1,1,0,1,0
2016,Mack Brown,10115,HB,1,WAS,1,1,0,1,0
2016,Quinton Dunbar,10073,CB,1,WAS,1,1,0,1,0
2016,John Phillips,5132,TE,16,NO,13,10,0,10,0
2016,Rod Smith,9996,HB,2,DAL,1,1,0,1,0
2016,David Johnson,5165,TE,16,PIT,9,7,0,7,0
2016,Damiere Byrd,9964,WR,1,CAR,1,1,0,1,0
